NUTS0_CODE,NUTS0_NAME,NUTS2_CODE,NUTS2_NAME,NUTS_LEVEL,CROP_CODE,AREA_AV,PROD_AV,UAA_AV,PRC_UAA_AV,NUTS_AREA,PRC_NUTS_AV
FR,France,FRK1,Auvergne,NUTS2,R2000,3.19,213.24,1491.04,0.2675,2601.29,0.122
FR,France,FRK1,Auvergne,NUTS2,R2000,3.19,0,1491.04,0.2675,2601.29,0.122
FR,France,FRK2,Rhône-Alpes,NUTS2,R2000,0,0,1583.71,0,4369.82,0
FR,France,FRL,Provence-Alpes-Côte d'Azur,NUTS1,R2000,0,0,794.25,0,,
FR,France,FRL0,Provence-Alpes-Côte d'Azur,NUTS2,R2000,0,0,794.25,0,3139.96,0
FR,France,FRM,Corse,NUTS1,R2000,0,0,302.15,0,,
FR,France,FRM0,Corse,NUTS2,R2000,0,0,302.15,0,867.98,0
FR,France,FRY,RUP FR - Régions ultrapériphériques françaises,NUTS1,R2000,0,0,180.96,0,,
FR,France,FRY1,Guadeloupe,NUTS2,R2000,0,0,49.21,0,132.86,0
FR,France,FRY2,Martinique,NUTS2,R2000,0,0,31.24,0,112.8,0
FR,France,FRY3,Guyane,NUTS2,R2000,0,0,32.23,0,8353.39,0
FR,France,FRY4,La Réunion,NUTS2,R2000,0,0,48.28,0,250.37,0
FR,France,FRY5,Mayotte,NUTS2,R2000,0,0,20.01,0,37.4,0
HR,Croatia,HR,Croatia,NUTS0,R2000,13.14,852.37,1493.86,0.878,5659.4,0.232
HR,Croatia,HR0,Hrvatska,NUTS1,R2000,13.14,852.37,1493.86,0.878,5659.4,0.232
HR,Croatia,HR01,Sjeverozapadna Hrvatska (former statistical region),NUTS2,R2000,,,,,,
HR,Croatia,HR02,Panonska Hrvatska,NUTS2,R2000,10,,800.02,1.25,,
HR,Croatia,HR02,Panonska Hrvatska,NUTS2,R2000,10,725.26,800.02,1.25,,
HR,Croatia,HR03,Jadranska Hrvatska,NUTS2,R2000,0,0,450.95,0,2470.5,0
HR,Croatia,HR04,Kontinentalna Hrvatska (NUTS 2016),NUTS2,R2000,15.06,926.84,1037.77,"1,453,333,333",3188.9,0.47
HR,Croatia,HR04,Kontinentalna Hrvatska (NUTS 2016),NUTS2,R2000,15.06,,1037.77,"1,453,333,333",3188.9,0.47
HR,Croatia,HR05,Grad Zagreb,NUTS2,R2000,0,,10.42,0,,
HR,Croatia,HR05,Grad Zagreb,NUTS2,R2000,0,0,10.42,0,,
HR,Croatia,HR06,Sjeverna Hrvatska,NUTS2,R2000,0.26,,240.19,0.11,,
HR,Croatia,HR06,Sjeverna Hrvatska,NUTS2,R2000,0.26,15.4,240.19,0.11,,
HU,Hungary,HU,Hungary,NUTS0,R2000,14.69,882.31,5210.49,0.284,9301.1,0.158
HU,Hungary,HU1,Közép-Magyarország,NUTS1,R2000,0.45,29.4,345.95,0.132,691.5,0.066
HU,Hungary,HU10,Közép-Magyarország (NUTS 2013),NUTS2,R2000,,,,,691.5,
HU,Hungary,HU11,Budapest,NUTS2,R2000,0.04,3.43,34.33,0.076,,
HU,Hungary,HU11,Budapest,NUTS2,R2000,0.04,0,34.33,0.076,,
HU,Hungary,HU12,Pest,NUTS2,R2000,0.41,25.97,311.61,0.132,,
HU,Hungary,HU2,Dunántúl,NUTS1,R2000,9.94,597.03,1889.6,0.526,3661,0.274
HU,Hungary,HU21,Közép-Dunántúl,NUTS2,R2000,2.89,179.74,578.41,0.5,1108.5,0.26
HU,Hungary,HU22,Nyugat-Dunántúl,NUTS2,R2000,2.97,169.55,565.33,0.524,1132.8,0.26
HU,Hungary,HU23,Dél-Dunántúl,NUTS2,R2000,4.08,247.73,745.85,0.548,1419.7,0.288
HU,Hungary,HU3,Alföld és Észak,NUTS1,R2000,4.29,255.88,2974.95,0.144,4948.6,0.086
HU,Hungary,HU31,Észak-Magyarország,NUTS2,R2000,0.07,4.11,587.72,0.01,1342.8,0.006
HU,Hungary,HU32,Észak-Alföld,NUTS2,R2000,1.51,95.91,1174.51,0.13,1772.3,0.086
HU,Hungary,HU33,Dél-Alföld,NUTS2,R2000,2.72,155.86,1212.72,0.222,1833.5,0.146
IE,Ireland,IE,Ireland,NUTS0,R2000,0,0,4475.59,0,6979.7,0
IE,Ireland,IE0,Éire/Ireland,NUTS1,R2000,0,0,4475.59,0,6979.7,0
IE,Ireland,IE01,"Border, Midland and Western (NUTS 2013)",NUTS2,R2000,0,0,,,3325.2,0
IE,Ireland,IE02,Southern and Eastern (NUTS 2013),NUTS2,R2000,0,0,,,3654.5,0
IE,Ireland,IE04,Northern and Western,NUTS2,R2000,0,0,1490.88,0,,
IE,Ireland,IE05,Southern,NUTS2,R2000,0,0,2028.24,0,,
IE,Ireland,IE06,Eastern and Midland,NUTS2,R2000,0,0,956.48,0,,
IT,Italy,IT,Italy,NUTS0,R2000,31.51,1903.2,13034.85,0.242,30207.3,0.104
IT,Italy,ITC,Nord-Ovest,NUTS1,R2000,2.35,139.75,2062.31,0.114,5792.8,0.04
IT,Italy,ITC1,Piemonte,NUTS2,R2000,0.47,23.17,890.22,0.052,2538.7,0.018
IT,Italy,ITC2,Valle d'Aosta/Vallée d'Aoste,NUTS2,R2000,0,0,57.89,0,326.1,0
IT,Italy,ITC3,Liguria,NUTS2,R2000,0,0,57.75,0,541.6,0
IT,Italy,ITC4,Lombardia,NUTS2,R2000,1.88,116.58,1056.45,0.18,2386.4,0.08
IT,Italy,ITD,Nord-Est (NUTS 2006),NUTS1,R2000,,,,,,
IT,Italy,ITD1,Provincia Autonoma Bolzano/Bozen (NUTS 2006),NUTS2,R2000,,,,,,
IT,Italy,ITD2,Provincia Autonoma Trento (NUTS 2006),NUTS2,R2000,,,,,,
IT,Italy,ITD3,Veneto (NUTS 2006),NUTS2,R2000,,,,,,
IT,Italy,ITD4,Friuli-Venezia Giulia (NUTS 2006),NUTS2,R2000,,,,,,
IT,Italy,ITD5,Emilia-Romagna (NUTS 2006),NUTS2,R2000,,,,,,
IT,Italy,ITE,Centro (I) (NUTS 2006),NUTS1,R2000,,,,,,
IT,Italy,ITE1,Toscana (NUTS 2006),NUTS2,R2000,,,,,,
IT,Italy,ITE2,Umbria (NUTS 2006),NUTS2,R2000,,,,,,
IT,Italy,ITE3,Marche (NUTS 2006),NUTS2,R2000,,,,,,
IT,Italy,ITE4,Lazio (NUTS 2006),NUTS2,R2000,,,,,,
IT,Italy,ITF,Sud,NUTS1,R2000,0,0,3775.01,0,7380,0
IT,Italy,ITF1,Abruzzo,NUTS2,R2000,0,0,486.62,0,1083.3,0
IT,Italy,ITF2,Molise,NUTS2,R2000,0,0,193.94,0,446.1,0
IT,Italy,ITF3,Campania,NUTS2,R2000,0,0,568.68,0,1367,0
IT,Italy,ITF4,Puglia,NUTS2,R2000,0,0,1551.75,0,1954.1,0
IT,Italy,ITF5,Basilicata,NUTS2,R2000,0,0,450.41,0,1007.3,0
IT,Italy,ITF6,Calabria,NUTS2,R2000,0,0,523.6,0,1522.2,0
IT,Italy,ITG,Isole,NUTS1,R2000,0,0,2602.75,0,4993.3,0
IT,Italy,ITG1,Sicilia,NUTS2,R2000,0,0,1483.86,0,2583.3,0
IT,Italy,ITG2,Sardegna,NUTS2,R2000,0,0,1118.89,0,2410,0
IT,Italy,ITH,Nord-Est,NUTS1,R2000,28.71,1751.39,2440.84,"1,174",6232.7,0.462
IT,Italy,ITH1,Provincia Autonoma di Bolzano/Bozen,NUTS2,R2000,0,0,236.33,0,739.8,0
IT,Italy,ITH2,Provincia Autonoma di Trento,NUTS2,R2000,0,0,136.14,0,620.7,0
IT,Italy,ITH3,Veneto,NUTS2,R2000,9.64,631.84,794.91,"1,214",1840.7,0.524
IT,Italy,ITH4,Friuli-Venezia Giulia,NUTS2,R2000,0.31,17.02,228.51,0.142,786.2,0.038
IT,Italy,ITH5,Emilia-Romagna,NUTS2,R2000,18.75,1102.54,1044.96,"1,794",2245.3,0.834
IT,Italy,ITI,Centro (IT),NUTS1,R2000,0.45,0,2153.95,0.022,5808.5,0.006
IT,Italy,ITI,Centro (IT),NUTS1,R2000,0.45,12.05,2153.95,0.022,5808.5,0.006
IT,Italy,ITI1,Toscana,NUTS2,R2000,0,0,673.39,0,2298.8,0
IT,Italy,ITI1,Toscana,NUTS2,R2000,0,0.04,673.39,0,2298.8,0
IT,Italy,ITI2,Umbria,NUTS2,R2000,0,0,329.27,0,846.4,0
IT,Italy,ITI2,Umbria,NUTS2,R2000,0,0.05,329.27,0,846.4,0
IT,Italy,ITI3,Marche,NUTS2,R2000,0.44,0,407.38,0.11,940.1,0.046
IT,Italy,ITI3,Marche,NUTS2,R2000,0.44,11.96,407.38,0.11,940.1,0.046
IT,Italy,ITI4,Lazio,NUTS2,R2000,0,0,743.9,0,1723.2,0
LT,Lithuania,LT,Lithuania,NUTS0,R2000,15.1,930.43,2947.62,0.512,6528.6,0.23
LT,Lithuania,LT0,Lietuva,NUTS1,R2000,15.1,930.43,2947.62,0.512,6528.6,0.23
LT,Lithuania,LT01,Sostines regionas,NUTS2,R2000,0,0,286,0,,
LT,Lithuania,LT01,Sostines regionas,NUTS2,R2000,0,,286,0,,
LT,Lithuania,LT02,Vidurio ir vakaru Lietuvos regionas,NUTS2,R2000,15.63,979.28,2661.63,0.59,,
LT,Lithuania,LT02,Vidurio ir vakaru Lietuvos regionas,NUTS2,R2000,15.63,,2661.63,0.59,,
LU,Luxembourg,LU,Luxembourg,NUTS0,R2000,0,0,131.85,0,258.6,0
LU,Luxembourg,LU0,Luxembourg,NUTS1,R2000,0,0,,,258.6,0
LV,Latvia,LV,Latvia,NUTS0,R2000,0,0,1953.72,0,6457.3,0
LV,Latvia,LV0,Latvija,NUTS1,R2000,0,0,,,6457.3,0
MT,Malta,MT,Malta,NUTS0,R2000,0,0,11.23,0,31.54,0
MT,Malta,MT0,Malta,NUTS1,R2000,0,0,,,31.54,0
MT,Malta,MT00,Malta,NUTS2,R2000,0,0,,,31.54,0
NL,Netherlands,NL,Netherlands,NUTS0,R2000,82.38,6871.52,1811.01,4.55,4154,"1,982"
NL,Netherlands,NL1,Noord-Nederland,NUTS1,R2000,28.68,2234.59,532.98,5.38,1138.9,"2,516"
NL,Netherlands,NL11,Groningen,NUTS2,R2000,13.52,1068.19,161.11,8.39,296,"4,566"
NL,Netherlands,NL12,Friesland (NL),NUTS2,R2000,2.86,235.83,223.74,"1,278",574.9,0.498
NL,Netherlands,NL13,Drenthe,NUTS2,R2000,12.3,930.58,148.13,"8,302",268,4.59
NL,Netherlands,NL2,Oost-Nederland,NUTS1,R2000,14.04,1281.12,510.87,"2,748",1096.9,"1,278"
NL,Netherlands,NL21,Overijssel,NUTS2,R2000,2.09,159.09,195.58,1.07,342.1,0.612
NL,Netherlands,NL22,Gelderland,NUTS2,R2000,2.88,226.36,225.88,"1,272",513.6,0.562
NL,Netherlands,NL23,Flevoland,NUTS2,R2000,9.07,895.67,89.41,"10,138",241.2,"3,758"
NL,Netherlands,NL3,West-Nederland,NUTS1,R2000,22.02,1925.42,433.03,"5,086",1189.2,1.85
NL,Netherlands,NL31,Utrecht,NUTS2,R2000,0.06,4.36,67.25,0.084,144.9,0.038
NL,Netherlands,NL32,Noord-Holland,NUTS2,R2000,5,445.69,126.53,"3,952",409.1,"1,224"
NL,Netherlands,NL33,Zuid-Holland,NUTS2,R2000,4.93,432.64,119.64,"4,114",341.8,"1,442"
NL,Netherlands,NL34,Zeeland,NUTS2,R2000,12.03,1042.72,119.61,"10,062",293.3,"4,104"
NL,Netherlands,NL4,Zuid-Nederland,NUTS1,R2000,17.64,1430.39,334.14,5.28,729,2.42
NL,Netherlands,NL41,Noord-Brabant,NUTS2,R2000,10.34,855.11,237.93,"4,344",508.2,"2,034"
NL,Netherlands,NL42,Limburg (NL),NUTS2,R2000,7.31,575.28,96.22,"7,598",220.9,3.31
PL,Poland,PL,Poland,NUTS0,R2000,241.54,14818.71,14572.84,"1,658",31267.9,0.772
PL,Poland,PL1,Region Centralny (NUTS 2013),NUTS1,R2000,,,,,5377.7,
PL,Poland,PL11,Lódzkie (NUTS 2013),NUTS2,R2000,,,,,1821.9,
PL,Poland,PL12,Mazowieckie (NUTS 2013),NUTS2,R2000,,,,,3555.8,
PL,Poland,PL2,Makroregion Poludniowy,NUTS1,R2000,2.88,193.86,910.28,0.318,2751.6,0.106
PL,Poland,PL21,Malopolskie,NUTS2,R2000,1.29,78.7,545.68,0.236,1518.3,0.084
PL,Poland,PL22,Slaskie,NUTS2,R2000,1.59,115.16,364.61,0.438,1233.3,0.132
PL,Poland,PL3,Region Wschodni (NUTS 2013),NUTS1,R2000,,,,,7486.6,
PL,Poland,PL31,Lubelskie (NUTS 2013),NUTS2,R2000,,,,,2512.2,
PL,Poland,PL32,Podkarpackie (NUTS 2013),NUTS2,R2000,,,,,1784.6,
PL,Poland,PL33,Swietokrzyskie (NUTS 2013),NUTS2,R2000,,,,,1171.1,
PL,Poland,PL34,Podlaskie (NUTS 2013),NUTS2,R2000,,,,,2018.7,
PL,Poland,PL4,Makroregion Pólnocno-Zachodni,NUTS1,R2000,69.18,4252.29,3001.98,"2,304",6670.6,"1,036"
PL,Poland,PL41,Wielkopolskie,NUTS2,R2000,52.24,3249.19,1733.39,"3,018",2982.6,"1,752"
PL,Poland,PL42,Zachodniopomorskie,NUTS2,R2000,15.04,887.97,858.93,"1,748",2289.2,0.658
PL,Poland,PL43,Lubuskie,NUTS2,R2000,1.89,115.13,409.67,0.458,1398.8,0.136
PL,Poland,PL5,Makroregion Poludniowo-Zachodni,NUTS1,R2000,36.9,2361.12,1395.87,"2,648",2935.9,"1,258"
PL,Poland,PL51,Dolnoslaskie,NUTS2,R2000,21.03,1292.7,891.46,"2,362",1994.7,"1,056"
PL,Poland,PL52,Opolskie,NUTS2,R2000,15.87,1068.43,504.42,"3,148",941.2,"1,684"
PL,Poland,PL6,Makroregion Pólnocny,NUTS1,R2000,63.2,3980.49,2779.3,"2,272",6045.5,"1,046"
PL,Poland,PL61,Kujawsko-Pomorskie,NUTS2,R2000,49.68,3077.88,1046.08,4.76,1797.2,"2,764"
PL,Poland,PL62,Warminsko-Mazurskie,NUTS2,R2000,3.63,214.26,985.34,0.366,2417.3,0.15
PL,Poland,PL63,Pomorskie,NUTS2,R2000,9.89,688.35,747.88,"1,322",1831,0.54
PL,Poland,PL7,Makroregion Centralny,NUTS1,R2000,8.71,553.69,1463.67,0.596,,
PL,Poland,PL71,Lódzkie,NUTS2,R2000,5.48,354.46,985.05,0.554,,
PL,Poland,PL72,Swietokrzyskie,NUTS2,R2000,3.22,199.23,478.63,0.676,,
PL,Poland,PL8,Makroregion Wschodni,NUTS1,R2000,41.36,2342.96,3038.86,1.36,,
PL,Poland,PL81,Lubelskie,NUTS2,R2000,37.47,2098.68,1403.31,"2,666",,
PL,Poland,PL82,Podkarpackie,NUTS2,R2000,3.87,243.31,555.42,0.696,,
PL,Poland,PL84,Podlaskie,NUTS2,R2000,0.02,0.98,1080.12,0.002,,
PL,Poland,PL84,Podlaskie,NUTS2,R2000,0.02,0,1080.12,0.002,,
PL,Poland,PL9,Makroregion Województwo Mazowieckie,NUTS1,R2000,19.32,1134.29,1982.87,0.978,,
PL,Poland,PL91,Warszawski stoleczny,NUTS2,R2000,1.63,89.36,306.87,0.54,,
PL,Poland,PL92,Mazowiecki regionalny,NUTS2,R2000,17.69,1044.93,1675.99,"1,056",,
PT,Portugal,PT,Portugal,NUTS0,R2000,0.02,1.31,3875.79,0,9222.6,0
PT,Portugal,PT,Portugal,NUTS0,R2000,0.02,0,3875.79,0,9222.6,0
PT,Portugal,PT1,Continente,NUTS1,R2000,0,0,3753.72,0,8910.2,0
PT,Portugal,PT11,Norte,NUTS2,R2000,0,0,659.89,0,2128.6,0
PT,Portugal,PT15,Algarve,NUTS2,R2000,0,0,102.12,0,499.7,0
PT,Portugal,PT16,Centro (PT),NUTS2,R2000,0,0,633.27,0,2819.9,0
PT,Portugal,PT17,Área Metropolitana de Lisboa,NUTS2,R2000,0,0,78.25,0,301.5,0
PT,Portugal,PT18,Alentejo,NUTS2,R2000,0,0,2280.2,0,3160.5,0
PT,Portugal,PT2,Região Autónoma dos Açores (PT),NUTS1,R2000,0.02,1.31,117.15,0.02,232.2,0.01
PT,Portugal,PT2,Região Autónoma dos Açores (PT),NUTS1,R2000,0.02,0,117.15,0.02,232.2,0.01
PT,Portugal,PT20,Região Autónoma dos Açores (PT),NUTS2,R2000,0.02,1.31,117.15,0.02,232.2,0.01
PT,Portugal,PT20,Região Autónoma dos Açores (PT),NUTS2,R2000,0.02,0,117.15,0.02,232.2,0.01
PT,Portugal,PT3,Região Autónoma da Madeira (PT),NUTS1,R2000,0,0,4.91,0,80.2,0
PT,Portugal,PT30,Região Autónoma da Madeira (PT),NUTS2,R2000,0,0,4.91,0,80.2,0
RO,Romania,RO,Romania,NUTS0,R2000,23.52,914.39,13348.99,0.174,23839.07,0.1
RO,Romania,RO1,Macroregiunea unu,NUTS1,R2000,11.16,446.1,3514.35,0.316,6826.02,0.162
RO,Romania,RO11,Nord-Vest,NUTS2,R2000,2.19,101.73,1780.94,0.126,3416.05,0.064
RO,Romania,RO12,Centru,NUTS2,R2000,8.97,344.37,1733.41,0.518,3409.97,0.262
RO,Romania,RO2,Macroregiunea doi,NUTS1,R2000,10.68,404.22,4080.36,0.262,7261.15,0.148
RO,Romania,RO21,Nord-Est,NUTS2,R2000,10.1,382.91,1937.06,0.522,3684.98,0.276
RO,Romania,RO22,Sud-Est,NUTS2,R2000,0.58,21.31,2143.3,0.026,3576.17,0.016
RO,Romania,RO3,Macroregiunea trei,NUTS1,R2000,0,0,2390.76,0,3627.41,0
RO,Romania,RO31,Sud - Muntenia,NUTS2,R2000,0,0,2318.55,0,3445.3,0
RO,Romania,RO32,Bucuresti - Ilfov,NUTS2,R2000,0,0,72.21,0,182.12,0
RO,Romania,RO4,Macroregiunea patru,NUTS1,R2000,1.69,64.07,3363.53,0.05,6124.49,0.026
RO,Romania,RO41,Sud-Vest Oltenia,NUTS2,R2000,0,0,1669.95,0,2921.17,0
RO,Romania,RO42,Vest,NUTS2,R2000,1.69,64.07,1693.57,0.094,3203.32,0.054
SE,Sweden,SE,Sweden,NUTS0,R2000,29.43,1952.9,3005,0.978,43857.4,0.068
SE,Sweden,SE1,Östra Sverige,NUTS1,R2000,0,,865.96,0,4798.3,0
SE,Sweden,SE1,Östra Sverige,NUTS1,R2000,0,0,865.96,0,4798.3,0
SE,Sweden,SE11,Stockholm,NUTS2,R2000,0,,89.86,0,677.9,0
SE,Sweden,SE11,Stockholm,NUTS2,R2000,0,0,89.86,0,677.9,0
SE,Sweden,SE12,Östra Mellansverige,NUTS2,R2000,0,,776.1,0,4120.4,0
SE,Sweden,SE12,Östra Mellansverige,NUTS2,R2000,0,0,776.1,0,4120.4,0
SE,Sweden,SE2,Södra Sverige,NUTS1,R2000,29.43,1952.9,1676.03,"1,756",8065.7,0.364
SE,Sweden,SE21,Småland med öarna,NUTS2,R2000,0,0,497.94,0,3538.2,0
SE,Sweden,SE22,Sydsverige,NUTS2,R2000,28.71,1906.58,532.17,"5,394",1434.1,2
SE,Sweden,SE23,Västsverige,NUTS2,R2000,0.72,46.32,645.91,0.112,3093.4,0.02
SE,Sweden,SE3,Norra Sverige,NUTS1,R2000,0,,463.02,0,30993.4,0
SE,Sweden,SE3,Norra Sverige,NUTS1,R2000,0,0,463.02,0,30993.4,0
SE,Sweden,SE31,Norra Mellansverige,NUTS2,R2000,0,,253.53,0,6914.8,0
SE,Sweden,SE31,Norra Mellansverige,NUTS2,R2000,0,0,253.53,0,6914.8,0
SE,Sweden,SE32,Mellersta Norrland,NUTS2,R2000,0,,101.23,0,7670.9,0
SE,Sweden,SE32,Mellersta Norrland,NUTS2,R2000,0,0,101.23,0,7670.9,0
SE,Sweden,SE33,Övre Norrland,NUTS2,R2000,0,,108.26,0,16407.7,0
SE,Sweden,SE33,Övre Norrland,NUTS2,R2000,0,0,108.26,0,16407.7,0
SI,Slovenia,SI,Slovenia,NUTS0,R2000,0.08,0,480.54,0.018,2027.3,0.006
SI,Slovenia,SI,Slovenia,NUTS0,R2000,0.08,5.43,480.54,0.018,2027.3,0.006
SI,Slovenia,SI0,Slovenija,NUTS1,R2000,0.08,0,480.54,0.018,2027.3,0.006
SI,Slovenia,SI0,Slovenija,NUTS1,R2000,0.08,5.43,480.54,0.018,2027.3,0.006
SI,Slovenia,SI01,Vzhodna Slovenija (NUTS 2010),NUTS2,R2000,0,0,,,,
SI,Slovenia,SI01,Vzhodna Slovenija (NUTS 2010),NUTS2,R2000,0,,,,,
SI,Slovenia,SI02,Zahodna Slovenija (NUTS 2010),NUTS2,R2000,0,0,,,,
SI,Slovenia,SI02,Zahodna Slovenija (NUTS 2010),NUTS2,R2000,0,,,,,
SI,Slovenia,SI03,Vzhodna Slovenija,NUTS2,R2000,0.08,0,339.26,0.022,1243.31,0.006
SI,Slovenia,SI03,Vzhodna Slovenija,NUTS2,R2000,0.08,4.91,339.26,0.022,1243.31,0.006
SI,Slovenia,SI04,Zahodna Slovenija,NUTS2,R2000,0.01,0,141.28,0.006,783.99,0
SI,Slovenia,SI04,Zahodna Slovenija,NUTS2,R2000,0.01,0.51,141.28,0.006,783.99,0
SK,Slovakia,SK,Slovakia,NUTS0,R2000,21.78,1286.36,1902.42,"1,142",4903.5,0.444
SK,Slovakia,SK0,Slovensko,NUTS1,R2000,21.78,1286.35,1902.42,"1,142",4903.5,0.444
SK,Slovakia,SK01,Bratislavský kraj,NUTS2,R2000,1.5,87.38,80.05,1.88,205.3,0.732
SK,Slovakia,SK02,Západné Slovensko,NUTS2,R2000,19.82,1174.21,835.22,"2,374",1499.2,"1,322"
SK,Slovakia,SK03,Stredné Slovensko,NUTS2,R2000,0.23,11.25,448.42,0.0525,1626.3,0.015
SK,Slovakia,SK03,Stredné Slovensko,NUTS2,R2000,0.23,,448.42,0.0525,1626.3,0.015
SK,Slovakia,SK04,Východné Slovensko,NUTS2,R2000,0.29,0,538.74,0.0525,1572.7,0.0175
SK,Slovakia,SK04,Východné Slovensko,NUTS2,R2000,0.29,,538.74,0.0525,1572.7,0.0175
SK,Slovakia,SK04,Východné Slovensko,NUTS2,R2000,0.29,16.85,538.74,0.0525,1572.7,0.0175
