NUTS2_CODE,CROP_CODE,AREA_AV,PROD_AV,UAA_AV
ITI1,C1600,"2.82","8.76","673.39"
ITI2,C1600,"0.54","2.39","329.27"
ITI3,C1600,"0","0","407.38"
ITI4,C1600,"0.2","0.71","743.9"
LT,C1600,"85.58","278.24","2947.62"
LT0,C1600,,,"2947.62"
LT01,C1600,,,"286"
LT02,C1600,,,"2661.63"
LU,C1600,"4.67","26.52","131.85"
LU0,C1600,,,
LV,C1600,"6.86","24.24","1953.72"
LV0,C1600,,,
MT,C1600,"0","0","11.23"
MT0,C1600,"0","0",
MT00,C1600,"0","0",
NL,C1600,"1.21","5.96","1811.01"
NL1,C1600,"0.21","1","532.98"
NL11,C1600,"0.06","0.29","161.11"
NL12,C1600,"0.01","0.02","223.74"
NL12,C1600,"0.01","0","223.74"
NL13,C1600,"0.14","0.7","148.13"
NL2,C1600,"0.65","3.17","510.87"
NL21,C1600,"0.29","1.36","195.58"
NL22,C1600,"0.34","1.75","225.88"
NL23,C1600,"0.02","0.07","89.41"
NL3,C1600,"0.09","0.37","433.03"
NL31,C1600,"0.07","0.29","67.25"
NL32,C1600,"0.01","0.06","126.53"
NL33,C1600,"0","0","119.64"
NL34,C1600,"0","0","119.61"
NL34,C1600,"0","0.02","119.61"
NL4,C1600,"0.26","1.41","334.14"
NL41,C1600,"0.16","0.83","237.93"
NL42,C1600,"0.1","0.58","96.22"
PL,C1600,"1325.42","5031.58","14572.84"
PL1,C1600,,,
PL11,C1600,,,
PL12,C1600,,,
PL2,C1600,"56.5","201.57","910.28"
PL21,C1600,"19.7","64.11","545.68"
PL22,C1600,"36.81","137.46","364.61"
PL3,C1600,,,
PL31,C1600,,,
PL32,C1600,,,
PL33,C1600,,,
PL34,C1600,,,
PL4,C1600,"330.14","1360.35","3001.98"
PL41,C1600,"212.22","887.9","1733.39"
PL42,C1600,"69.82","287.27","858.93"
PL43,C1600,"48.1","185.17","409.67"
PL5,C1600,"77.95","347.87","1395.87"
PL51,C1600,"45.6","199.94","891.46"
PL52,C1600,"32.35","147.94","504.42"
PL6,C1600,"222.04","888.12","2779.3"
PL61,C1600,"88.72","373.59","1046.08"
PL62,C1600,"73.16","289.67","985.34"
PL63,C1600,"60.16","224.85","747.88"
PL7,C1600,"189.06","681.94","1463.67"
PL71,C1600,"139.04","528.66","985.05"
PL72,C1600,"50.02","153.28","478.63"
PL8,C1600,"233.06","840.35","3038.86"
PL81,C1600,"136.42","519.17","1403.31"
PL82,C1600,"22.41","73.19","555.42"
PL84,C1600,"74.24","247.99","1080.12"
PL9,C1600,"216.66","711.38","1982.87"
PL91,C1600,"20.58","63.48","306.87"
PL92,C1600,"196.07","647.9","1675.99"
PT,C1600,"15.55","25.54","3875.79"
PT1,C1600,"15.55","25.54","3753.72"
PT11,C1600,"0.35","0.51","659.89"
PT15,C1600,"0.08","0.09","102.12"
PT16,C1600,"0.87","0.98","633.27"
PT17,C1600,"0.11","0.28","78.25"
PT18,C1600,"14.14","23.69","2280.2"
PT2,C1600,"0","0","117.15"
PT20,C1600,"0","0","117.15"
PT3,C1600,"0","0","4.91"
PT30,C1600,"0","0","4.91"
RO,C1600,"75.28","295.74","13348.99"
RO1,C1600,,,"3514.35"
RO11,C1600,,,"1780.94"
RO12,C1600,,,"1733.41"
RO2,C1600,,,"4080.36"
RO21,C1600,,,"1937.06"
RO22,C1600,,,"2143.3"
RO3,C1600,,,"2390.76"
RO31,C1600,,,"2318.55"
RO32,C1600,,,"72.21"
RO4,C1600,,,"3363.53"
RO41,C1600,,,"1669.95"
RO42,C1600,,,"1693.57"
SE,C1600,"25.91","144.42","3005"
SE1,C1600,"9.82","54.86","865.96"
SE11,C1600,"0.07","0","89.86"
SE12,C1600,"9.35","52.5","776.1"
SE2,C1600,"15.68","87.74","1676.03"
SE21,C1600,"5.21","25.38","497.94"
SE22,C1600,"4.81","28.64","532.17"
SE23,C1600,"5.66","33.72","645.91"
SE3,C1600,"0.12","0","463.02"
SE31,C1600,"0.11","0","253.53"
SE32,C1600,"0.01","0","101.23"
SE33,C1600,"0",,"108.26"
SE33,C1600,"0","0","108.26"
SI,C1600,"5.45","25.61","480.54"
SI0,C1600,"5.45","25.61","480.54"
SI01,C1600,,,
SI02,C1600,,,
SI03,C1600,"4.26","19.99","339.26"
SI04,C1600,"1.19","5.62","141.28"
SK,C1600,"9.54","33.08","1902.42"
SK0,C1600,"9.54","33.08","1902.42"
SK01,C1600,"0.26","0.88","80.05"
SK02,C1600,"1.89","7.27","835.22"
SK03,C1600,"3.24","11.47","448.42"
SK04,C1600,"4.15","13.47","538.74"
