NUTS2_CODE,CROP_CODE,AREA_AV,PROD_AV,UAA_AV
NL12,I1130,"0.01","0","223.74"
NL12,I1130,"0.01",,"223.74"
NL13,I1130,"0.02","0","148.13"
NL13,I1130,"0.02",,"148.13"
NL2,I1130,"0.04","0","510.87"
NL2,I1130,"0.04",,"510.87"
NL21,I1130,"0","0","195.58"
NL21,I1130,"0",,"195.58"
NL22,I1130,"0.03","0","225.88"
NL22,I1130,"0.03",,"225.88"
NL23,I1130,"0.01","0","89.41"
NL23,I1130,"0.01",,"89.41"
NL3,I1130,"0.06","0","433.03"
NL3,I1130,"0.06",,"433.03"
NL31,I1130,"0","0","67.25"
NL31,I1130,"0",,"67.25"
NL32,I1130,"0.01","0","126.53"
NL32,I1130,"0.01",,"126.53"
NL33,I1130,"0.01","0","119.64"
NL33,I1130,"0.01",,"119.64"
NL34,I1130,"0.04","0","119.61"
NL34,I1130,"0.04",,"119.61"
NL4,I1130,"0.12","0","334.14"
NL4,I1130,"0.12",,"334.14"
NL41,I1130,"0.08","0","237.93"
NL41,I1130,"0.08",,"237.93"
NL42,I1130,"0.04","0","96.22"
NL42,I1130,"0.04",,"96.22"
PL,I1130,"7.92","16.68","14572.84"
PL1,I1130,,,
PL11,I1130,,,
PL12,I1130,,,
PL2,I1130,"1.61","3.92","910.28"
PL21,I1130,"1.43","3.55","545.68"
PL22,I1130,"0.18","0.37","364.61"
PL3,I1130,,,
PL31,I1130,,,
PL32,I1130,,,
PL33,I1130,,,
PL34,I1130,,,
PL4,I1130,"0.94","1.62","3001.98"
PL41,I1130,"0.44","0.83","1733.39"
PL42,I1130,"0.19","0.35","858.93"
PL43,I1130,"0.32","0.44","409.67"
PL5,I1130,"1.96","4.55","1395.87"
PL51,I1130,"1.33","2.84","891.46"
PL52,I1130,"0.64","1.71","504.42"
PL6,I1130,"0.36","0.63","2779.3"
PL61,I1130,"0.23","0.42","1046.08"
PL62,I1130,"0.1","0.15","985.34"
PL63,I1130,"0.03","0","747.88"
PL63,I1130,"0.03","0.06","747.88"
PL7,I1130,"0.43","0.74","1463.67"
PL71,I1130,"0.18","0.26","985.05"
PL72,I1130,"0.25","0.48","478.63"
PL8,I1130,"2.32","4.75","3038.86"
PL81,I1130,"0.97","2.02","1403.31"
PL82,I1130,"1.29","2.67","555.42"
PL84,I1130,"0.06","0","1080.12"
PL84,I1130,"0.06","0.06","1080.12"
PL9,I1130,"0.31","0.47","1982.87"
PL91,I1130,"0.08","0.12","306.87"
PL92,I1130,"0.23","0.34","1675.99"
PT,I1130,"0","0","3875.79"
PT1,I1130,"0","0","3753.72"
PT11,I1130,"0","0","659.89"
PT15,I1130,"0","0","102.12"
PT16,I1130,"0","0","633.27"
PT17,I1130,"0","0","78.25"
PT18,I1130,"0","0","2280.2"
PT2,I1130,"0","0","117.15"
PT20,I1130,"0","0","117.15"
PT3,I1130,"0","0","4.91"
PT30,I1130,"0","0","4.91"
RO,I1130,"160.24","411.55","13348.99"
RO1,I1130,"29.73","73.47","3514.35"
RO11,I1130,"20.14","50.2","1780.94"
RO12,I1130,"9.59","23.27","1733.41"
RO2,I1130,"62.74","165.86","4080.36"
RO21,I1130,"34.03","71.94","1937.06"
RO22,I1130,"28.7","93.92","2143.3"
RO3,I1130,"31.9","95.23","2390.76"
RO31,I1130,"31.77","94.93","2318.55"
RO32,I1130,"0.14","0.3","72.21"
RO4,I1130,"35.87","76.99","3363.53"
RO41,I1130,"3.41","6.3","1669.95"
RO42,I1130,"32.46","70.69","1693.57"
SE,I1130,"0","0","3005"
SE1,I1130,"0","0","865.96"
SE11,I1130,"0","0","89.86"
SE12,I1130,"0","0","776.1"
SE2,I1130,"0","0","1676.03"
SE21,I1130,"0","0","497.94"
SE22,I1130,"0","0","532.17"
SE23,I1130,"0","0","645.91"
SE3,I1130,"0","0","463.02"
SE31,I1130,"0","0","253.53"
SE32,I1130,"0","0","101.23"
SE33,I1130,"0","0","108.26"
SI,I1130,"1.93","5.42","480.54"
SI0,I1130,"1.93","5.42","480.54"
SI01,I1130,,,
SI02,I1130,,,
SI03,I1130,"1.78","4.99","339.26"
SI04,I1130,"0.14","0.44","141.28"
SK,I1130,"50.4","125.76","1902.42"
SK0,I1130,"50.4","125.76","1902.42"
SK01,I1130,"1.4","2.82","80.05"
SK02,I1130,"9.03","20.48","835.22"
SK03,I1130,"9.4","21.52","448.42"
SK04,I1130,"30.58","80.94","538.74"
