NUTS2_CODE,CROP_CODE,AREA_AV,PROD_AV,UAA_AV
IE,C1110,"59.57","541.65","4475.59"
IE0,C1110,"59.57","541.65","4475.59"
IE01,C1110,,,
IE02,C1110,,,
IE04,C1110,"0.87","7.31","1490.88"
IE05,C1110,"19.74","183.16","2028.24"
IE06,C1110,"38.96","351.18","956.48"
IT,C1110,"514.93","2858.16","13034.85"
ITC,C1110,"128.65","714.57","2062.31"
ITC1,C1110,"72.87","375.68","890.22"
ITC2,C1110,"0.01","0.02","57.89"
ITC3,C1110,"0.16","0.44","57.75"
ITC4,C1110,"55.62","338.42","1056.45"
ITD,C1110,,,
ITD1,C1110,,,
ITD2,C1110,,,
ITD3,C1110,,,
ITD4,C1110,,,
ITD5,C1110,,,
ITE,C1110,,,
ITE1,C1110,,,
ITE2,C1110,,,
ITE3,C1110,,,
ITE4,C1110,,,
ITF,C1110,"73","248.15","3775.01"
ITF1,C1110,"22.65","93.9","486.62"
ITF2,C1110,"2.89","10.94","193.94"
ITF3,C1110,"16.75","59.88","568.68"
ITF4,C1110,"13.63","35.17","1551.75"
ITF5,C1110,"6.97","18.99","450.41"
ITF6,C1110,"10.12","29.27","523.6"
ITG,C1110,"0.84","2.22","2602.75"
ITG1,C1110,"0.34","0.86","1483.86"
ITG2,C1110,"0.5","1.36","1118.89"
ITH,C1110,"235.59","1565.4","2440.84"
ITH1,C1110,"0.04","0.19","236.33"
ITH2,C1110,"0.04","0.17","136.14"
ITH3,C1110,"87.86","583.54","794.91"
ITH4,C1110,"9.45","42.98","228.51"
ITH5,C1110,"138.2","938.53","1044.96"
ITI,C1110,"76.84","327.82","2153.95"
ITI1,C1110,"28.44","98.69","673.39"
ITI2,C1110,"21.83","110.91","329.27"
ITI3,C1110,"13.75","66.89","407.38"
ITI4,C1110,"12.82","51.33","743.9"
LT,C1110,"863.66","3933.54","2947.62"
LT0,C1110,"863.66","3933.54","2947.62"
LT01,C1110,"58.16","182.54","286"
LT02,C1110,"805.5","3751.01","2661.63"
LU,C1110,"12.94","77.22","131.85"
LU0,C1110,,,
LV,C1110,"478.44","2201.74","1953.72"
LV0,C1110,,,
MT,C1110,"0","0","11.23"
MT0,C1110,"0","0",
MT00,C1110,"0","0",
NL,C1110,"115.04","1000.75","1811.01"
NL1,C1110,"35.82","301.99","532.98"
NL11,C1110,"27.09","231.15","161.11"
NL12,C1110,"5.08","44.44","223.74"
NL13,C1110,"3.65","26.4","148.13"
NL2,C1110,"18.43","161.33","510.87"
NL21,C1110,"1.4","9.26","195.58"
NL22,C1110,"5.09","40.94","225.88"
NL23,C1110,"11.93","111.14","89.41"
NL3,C1110,"44.98","401.74","433.03"
NL31,C1110,"0.24","1.86","67.25"
NL32,C1110,"7.25","62.18","126.53"
NL33,C1110,"11.3","102.81","119.64"
NL34,C1110,"26.19","234.89","119.61"
NL4,C1110,"15.81","135.68","334.14"
NL41,C1110,"9.85","86.04","237.93"
NL42,C1110,"5.96","49.64","96.22"
PL,C1110,"2420.39","11260.48","14572.84"
PL1,C1110,,,
PL11,C1110,,,
PL12,C1110,,,
PL2,C1110,"165.42","702.31","910.28"
PL21,C1110,"97.32","388.11","545.68"
PL22,C1110,"68.1","314.2","364.61"
PL3,C1110,,,
PL31,C1110,,,
PL32,C1110,,,
PL33,C1110,,,
PL34,C1110,,,
PL4,C1110,"449.59","2057.6","3001.98"
PL41,C1110,"228.59","1069.67","1733.39"
PL42,C1110,"166.39","766.03","858.93"
PL43,C1110,"54.6","221.9","409.67"
PL5,C1110,"406.99","2179.49","1395.87"
PL51,C1110,"258.07","1289.55","891.46"
PL52,C1110,"148.93","889.95","504.42"
PL6,C1110,"543.93","2666.54","2779.3"
PL61,C1110,"222.39","1054.34","1046.08"
PL62,C1110,"155.67","717.47","985.34"
PL63,C1110,"165.87","894.73","747.88"
PL7,C1110,"199.75","770.18","1463.67"
PL71,C1110,"113.94","468.72","985.05"
PL72,C1110,"85.81","301.45","478.63"
PL8,C1110,"481.15","2234.78","3038.86"
PL81,C1110,"326.12","1669.55","1403.31"
PL82,C1110,"96.84","367.1","555.42"
PL84,C1110,"58.2","198.13","1080.12"
PL9,C1110,"173.55","649.58","1982.87"
PL91,C1110,"21.52","78.04","306.87"
PL92,C1110,"152.03","571.54","1675.99"
PT,C1110,"24.58","61.09","3875.79"
PT1,C1110,"24.56","61.04","3753.72"
PT11,C1110,"3.14","5.16","659.89"
PT15,C1110,"0.57","0.74","102.12"
PT16,C1110,"2.38","5.04","633.27"
PT17,C1110,"0.39","1.52","78.25"
PT18,C1110,"18.08","48.59","2280.2"
PT2,C1110,"0","0","117.15"
PT20,C1110,"0","0","117.15"
PT3,C1110,"0.03","0.06","4.91"
PT30,C1110,"0.03","0.06","4.91"
RO,C1110,"2128","9440.73","13348.99"
RO1,C1110,"240.23","989.28","3514.35"
RO11,C1110,"149.6","615","1780.94"
RO12,C1110,"90.63","374.28","1733.41"
RO2,C1110,"630.73","2637.54","4080.36"
RO21,C1110,"170.5","679.4","1937.06"
RO22,C1110,"460.23","1958.14","2143.3"
RO3,C1110,"611.62","2794.51","2390.76"
RO31,C1110,"592.31","2709.43","2318.55"
RO32,C1110,"19.31","85.09","72.21"
RO4,C1110,"645.42","3019.4","3363.53"
RO41,C1110,"408.84","1823.87","1669.95"
RO42,C1110,"236.58","1195.53","1693.57"
SE,C1110,"448.43","2927.56","3005"
SE1,C1110,"197.07","1237.16","865.96"
SE11,C1110,"15.88","90.8","89.86"
SE12,C1110,"181.19","1146.36","776.1"
SE2,C1110,"235.56","1617.9","1676.03"
SE21,C1110,"33.21","181.06","497.94"
SE22,C1110,"108.56","816.58","532.17"
SE23,C1110,"93.8","620.26","645.91"
SE3,C1110,"15.8","72.5","463.02"
SE31,C1110,"15.22","70.58","253.53"
SE32,C1110,"0.09","0.36","101.23"
SE32,C1110,"0.09","0","101.23"
SE33,C1110,"0.03","0","108.26"
SI,C1110,"27.32","143.03","480.54"
SI0,C1110,"27.32","143.03","480.54"
SI01,C1110,,,
SI02,C1110,,,
SI03,C1110,"25.31","133.65","339.26"
SI04,C1110,"2.01","9.37","141.28"
SK,C1110,"342.18","1743.18","1902.42"
SK0,C1110,"342.18","1743.18","1902.42"
SK01,C1110,"15.54","70.41","80.05"
SK02,C1110,"194.64","1079.47","835.22"
SK03,C1110,"47.06","205.4","448.42"
SK04,C1110,"84.94","387.9","538.74"
